Invoice ID,Branch,City,,Customer type,Gender,Product line,,Quantity,,Date,,Time,,Payment,Rating
799-71-1548,A,Yangon,,Member,Male,Electronic accessories,,4,,07-01-23,,16:11,,Credit card,8.8
785-13-7708,B,Mandalay,,Normal,Male,Food and beverages,,7,,14-01-23,,19:06,,Credit card,4.2
845-51-0542,B,Mandalay,,Member,Male,Food and beverages,,9,,02-02-23,,15:34,,Ewallet,6.4
662-47-5456,C,Naypyitaw,,Member,Male,Fashion accessories,,10,,17-03-23,,19:06,,Credit card,8.4
883-17-4236,C,Naypyitaw,,Normal,Female,Sports and travel,,2,,02-03-23,,19:44,,Credit card,7.2
290-68-2984,A,Yangon,,Normal,Male,Home and lifestyle,,4,,16-03-23,,11:22,,Cash,5.2
704-11-6354,A,Yangon,,Member,Male,Home and lifestyle,,8,,06-01-23,,11:23,,Cash,8.9
110-48-7033,B,Mandalay,,Member,Male,Fashion accessories,,4,,29-01-23,,14:12,,Cash,9
366-93-0948,A,Yangon,,Member,Male,Electronic accessories,,1,,31-01-23,,10:46,,Credit card,9.7
729-09-9681,A,Yangon,,Member,Male,Home and lifestyle,,6,,05-02-23,,10:16,,Ewallet,8.7
151-16-1484,A,Yangon,,Member,Male,Electronic accessories,,4,,13-02-23,,12:38,,Ewallet,6.5
380-94-4661,C,Naypyitaw,,Member,Male,Electronic accessories,,4,,07-02-23,,13:05,,Credit card,6.9
850-41-9669,A,Yangon,,Normal,Female,Electronic accessories,,9,,23-03-23,,13:25,,Ewallet,6.2
821-07-3596,C,Naypyitaw,,Normal,Female,Fashion accessories,,4,,07-03-23,,14:53,,Ewallet,5.6
655-85-5130,B,Mandalay,,Member,Female,Fashion accessories,,4,,13-03-23,,19:22,,Cash,5.7
447-15-7839,A,Yangon,,Member,Female,Sports and travel,,10,,09-02-23,,11:00,,Cash,4.2
154-74-7179,B,Mandalay,,Normal,Male,Sports and travel,,1,,26-02-23,,19:24,,Ewallet,7.9
253-12-6086,A,Yangon,,Member,Female,Sports and travel,,7,,12-03-23,,12:43,,Credit card,8.7
808-65-0703,C,Naypyitaw,,Normal,Male,Home and lifestyle,,4,,14-03-23,,17:22,,Credit card,6.9
571-94-0759,B,Mandalay,,Member,Female,Food and beverages,,10,,08-01-23,,20:55,,Cash,9.5
144-51-6085,A,Yangon,,Member,Male,Home and lifestyle,,4,,05-01-23,,16:05,,Credit card,4.4
731-14-2199,A,Yangon,,Member,Female,Home and lifestyle,,10,,04-01-23,,13:34,,Ewallet,7
783-09-1637,B,Mandalay,,Normal,Female,Sports and travel,,5,,06-03-23,,18:13,,Ewallet,6.3
687-15-1097,C,Naypyitaw,,Member,Female,Health and beauty,,2,,03-01-23,,19:17,,Cash,9.7
126-54-1082,A,Yangon,,Member,Female,Home and lifestyle,,9,,07-01-23,,11:44,,Credit card,8.8
633-91-1052,A,Yangon,,Normal,Female,Home and lifestyle,,2,,27-01-23,,15:51,,Cash,5.1
477-24-6490,B,Mandalay,,Normal,Female,Health and beauty,,6,,26-02-23,,16:52,,Ewallet,7.9
566-19-5475,B,Mandalay,,Normal,Male,Fashion accessories,,7,,07-01-23,,20:52,,Cash,6.2
526-86-8552,C,Naypyitaw,,Member,Female,Home and lifestyle,,10,,07-01-23,,17:36,,Cash,7.1
376-56-3573,C,Naypyitaw,,Normal,Female,Fashion accessories,,4,,02-02-23,,13:23,,Ewallet,6.4
537-72-0426,C,Naypyitaw,,Member,Male,Fashion accessories,,10,,20-03-23,,16:28,,Cash,5.7
828-61-5674,A,Yangon,,Member,Male,Sports and travel,,10,,20-03-23,,19:57,,Credit card,9.6
136-08-6195,A,Yangon,,Normal,Female,Home and lifestyle,,8,,15-02-23,,17:01,,Credit card,6.4
523-38-0215,C,Naypyitaw,,Normal,Male,Home and lifestyle,,1,,06-03-23,,13:29,,Credit card,7.9
490-29-1201,A,Yangon,,Normal,Female,Sports and travel,,1,,06-01-23,,11:09,,Cash,6.5
667-92-0055,A,Yangon,,Member,Male,Health and beauty,,6,,04-03-23,,15:02,,Ewallet,8.5
565-17-3836,A,Yangon,,Member,Female,Health and beauty,,4,,12-03-23,,14:21,,Cash,9.1
498-41-1961,B,Mandalay,,Normal,Male,Health and beauty,,5,,20-02-23,,18:01,,Cash,7.6
593-95-4461,C,Naypyitaw,,Member,Male,Home and lifestyle,,1,,24-03-23,,14:49,,Cash,6.9
226-71-3580,C,Naypyitaw,,Normal,Female,Sports and travel,,9,,31-01-23,,12:02,,Cash,9.5
283-79-9594,B,Mandalay,,Normal,Female,Food and beverages,,7,,25-01-23,,13:30,,Credit card,5.2
430-60-3493,A,Yangon,,Member,Female,Home and lifestyle,,7,,03-02-23,,14:38,,Cash,4.2
139-20-0155,B,Mandalay,,Member,Male,Electronic accessories,,10,,24-01-23,,17:37,,Credit card,7
558-80-4082,C,Naypyitaw,,Normal,Male,Electronic accessories,,7,,14-03-23,,17:20,,Ewallet,6
278-97-7759,A,Yangon,,Member,Female,Electronic accessories,,1,,18-02-23,,20:29,,Cash,4.7
316-68-6352,A,Yangon,,Member,Female,Food and beverages,,2,,21-01-23,,10:00,,Cash,7.1
585-03-5943,B,Mandalay,,Normal,Male,Health and beauty,,10,,13-03-23,,11:46,,Ewallet,5.9
211-05-0490,C,Naypyitaw,,Member,Female,Electronic accessories,,5,,03-03-23,,13:42,,Cash,7.5
727-75-6477,C,Naypyitaw,,Normal,Male,Electronic accessories,,4,,29-03-23,,14:44,,Cash,6.4
744-02-5987,A,Yangon,,Member,Male,Home and lifestyle,,6,,10-01-23,,14:16,,Ewallet,5.8
307-83-9164,A,Yangon,,Member,Male,Home and lifestyle,,4,,25-01-23,,15:54,,Cash,4.5
779-06-0012,C,Naypyitaw,,Member,Female,Home and lifestyle,,1,,23-01-23,,10:21,,Cash,7.7
446-47-6729,C,Naypyitaw,,Normal,Male,Fashion accessories,,2,,02-01-23,,18:09,,Credit card,6.7
573-10-3877,B,Mandalay,,Member,Male,Health and beauty,,1,,12-03-23,,16:46,,Credit card,4.7
735-06-4124,C,Naypyitaw,,Normal,Male,Food and beverages,,1,,25-02-23,,15:31,,Cash,4.4
439-54-7422,A,Yangon,,Normal,Female,Electronic accessories,,4,,18-03-23,,17:15,,Credit card,4.7
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
396-90-2219,B,Mandalay,,Normal,Female,Electronic accessories,,8,,23-02-23,,12:29,,Cash,8.6
411-77-0180,A,Yangon,,Member,Male,Electronic accessories,,7,,26-03-23,,20:14,,Ewallet,4.3
286-01-5402,A,Yangon,,Normal,Female,Sports and travel,,7,,30-03-23,,13:22,,Cash,9.6
803-17-8013,A,Yangon,,Member,Female,Home and lifestyle,,8,,17-02-23,,17:09,,Cash,4.1
512-98-1403,A,Yangon,,Member,Female,Electronic accessories,,3,,21-03-23,,10:40,,Ewallet,4.7
848-42-2560,A,Yangon,,Normal,Female,Fashion accessories,,2,,05-03-23,,17:43,,Cash,7.8
532-59-7201,B,Mandalay,,Member,Male,Sports and travel,,6,,31-01-23,,14:04,,Cash,5.5
181-94-6432,C,Naypyitaw,,Member,Male,Fashion accessories,,2,,05-02-23,,19:05,,Ewallet,9.7
870-76-1733,A,Yangon,,Member,Female,Food and beverages,,5,,01-02-23,,10:08,,Credit card,4.4
423-64-4619,A,Yangon,,Member,Female,Health and beauty,,9,,07-03-23,,13:12,,Cash,5
227-07-4446,C,Naypyitaw,,Member,Female,Electronic accessories,,10,,10-02-23,,20:51,,Cash,4.4
174-36-3675,C,Naypyitaw,,Member,Male,Food and beverages,,2,,14-02-23,,17:29,,Cash,5.2
428-83-5800,C,Naypyitaw,,Member,Female,Food and beverages,,3,,09-02-23,,10:25,,Cash,7.3
603-07-0961,C,Naypyitaw,,Member,Male,Electronic accessories,,5,,10-01-23,,11:34,,Cash,4.9
704-20-4138,C,Naypyitaw,,Member,Female,Health and beauty,,7,,11-03-23,,18:58,,Credit card,8.1
787-15-1757,C,Naypyitaw,,Member,Male,Health and beauty,,4,,18-02-23,,16:28,,Ewallet,8.4
649-11-3678,C,Naypyitaw,,Normal,Female,Food and beverages,,9,,26-02-23,,20:26,,Cash,5.5
622-20-1945,C,Naypyitaw,,Normal,Female,Health and beauty,,1,,18-01-23,,15:08,,Cash,8.4
372-94-8041,A,Yangon,,Normal,Male,Health and beauty,,6,,15-02-23,,18:03,,Ewallet,9.8
563-91-7120,A,Yangon,,Normal,Female,Fashion accessories,,5,,08-03-23,,13:21,,Cash,6.7
746-54-5508,A,Yangon,,Normal,Male,Home and lifestyle,,6,,17-01-23,,12:48,,Credit card,9.4
276-54-0879,B,Mandalay,,Normal,Male,Sports and travel,,4,,12-03-23,,19:53,,Ewallet,6.4
815-11-1168,A,Yangon,,Member,Male,Food and beverages,,5,,09-03-23,,19:09,,Cash,5.4
719-76-3868,C,Naypyitaw,,Member,Male,Food and beverages,,4,,12-03-23,,16:30,,Cash,8.6
730-61-8757,B,Mandalay,,Member,Male,Health and beauty,,4,,25-01-23,,10:11,,Credit card,4
340-66-0321,A,Yangon,,Member,Male,Electronic accessories,,4,,25-03-23,,13:07,,Cash,7.6
868-81-1752,B,Mandalay,,Normal,Male,Home and lifestyle,,9,,07-02-23,,18:48,,Cash,6.8
634-97-8956,A,Yangon,,Normal,Male,Food and beverages,,3,,17-02-23,,17:27,,Credit card,9.1
566-71-1091,A,Yangon,,Normal,Male,Fashion accessories,,5,,03-02-23,,15:59,,Cash,5.5
442-48-3607,A,Yangon,,Member,Male,Food and beverages,,2,,14-03-23,,11:21,,Credit card,7.9
835-16-0096,C,Naypyitaw,,Member,Male,Sports and travel,,5,,24-03-23,,13:48,,Ewallet,8.5
527-09-6272,A,Yangon,,Member,Female,Electronic accessories,,5,,21-03-23,,10:17,,Credit card,9.1
898-04-2717,A,Yangon,,Normal,Male,Fashion accessories,,9,,23-03-23,,15:49,,Ewallet,7.5
692-27-8933,B,Mandalay,,Normal,Female,Sports and travel,,6,,24-02-23,,13:02,,Cash,5.2
633-09-3463,C,Naypyitaw,,Normal,Female,Electronic accessories,,3,,28-03-23,,12:58,,Credit card,9.5
374-17-3652,B,Mandalay,,Member,Female,Food and beverages,,9,,05-02-23,,15:26,,Credit card,8.9
378-07-7001,B,Mandalay,,Member,Male,Electronic accessories,,3,,10-02-23,,18:23,,Credit card,7.8
433-75-6987,B,Mandalay,,Member,Female,Health and beauty,,7,,05-03-23,,19:06,,Ewallet,8.9
873-95-4984,B,Mandalay,,Member,Female,Health and beauty,,7,,15-02-23,,20:21,,Cash,7.7
416-13-5917,C,Naypyitaw,,Normal,Female,Food and beverages,,5,,30-01-23,,16:24,,Ewallet,9.3
150-89-8043,A,Yangon,,Normal,Male,Sports and travel,,3,,14-02-23,,15:04,,Cash,6.2
135-84-8019,A,Yangon,,Normal,Female,Fashion accessories,,9,,27-02-23,,16:10,,Ewallet,7.6
441-94-7118,A,Yangon,,Member,Male,Electronic accessories,,1,,04-02-23,,12:14,,Cash,7.3
725-96-3778,C,Naypyitaw,,Member,Female,Home and lifestyle,,8,,20-01-23,,10:13,,Cash,4.7
531-80-1784,A,Yangon,,Normal,Male,Electronic accessories,,7,,28-03-23,,17:38,,Cash,5.1
400-45-1220,B,Mandalay,,Normal,Female,Health and beauty,,10,,27-02-23,,11:06,,Credit card,4.8
860-79-0874,C,Naypyitaw,,Member,Female,Fashion accessories,,10,,15-02-23,,14:53,,Credit card,6.6
834-61-8124,A,Yangon,,Normal,Male,Electronic accessories,,7,,26-01-23,,18:22,,Cash,5.5
115-99-4379,B,Mandalay,,Member,Female,Fashion accessories,,7,,14-03-23,,19:02,,Credit card,8.5
565-67-6697,B,Mandalay,,Member,Male,Home and lifestyle,,9,,02-03-23,,14:16,,Cash,4.8
320-49-6392,C,Naypyitaw,,Normal,Female,Electronic accessories,,1,,04-03-23,,15:44,,Cash,8.4
889-04-9723,B,Mandalay,,Member,Female,Food and beverages,,4,,07-01-23,,12:20,,Credit card,7.8
632-90-0281,C,Naypyitaw,,Normal,Female,Fashion accessories,,10,,08-03-23,,20:01,,Credit card,9.3
554-42-2417,C,Naypyitaw,,Normal,Female,Sports and travel,,10,,09-01-23,,13:45,,Cash,5.2
453-63-6187,B,Mandalay,,Normal,Male,Electronic accessories,,3,,01-03-23,,15:40,,Ewallet,6.5
578-80-7669,B,Mandalay,,Normal,Male,Sports and travel,,1,,16-03-23,,16:58,,Cash,5.6
612-36-5536,A,Yangon,,Member,Male,Food and beverages,,8,,17-02-23,,11:12,,Credit card,7.4
605-72-4132,C,Naypyitaw,,Normal,Female,Food and beverages,,8,,27-02-23,,15:12,,Cash,9.1
471-41-2823,C,Naypyitaw,,Normal,Male,Food and beverages,,2,,07-03-23,,20:37,,Ewallet,8
462-67-9126,A,Yangon,,Normal,Male,Home and lifestyle,,6,,21-01-23,,17:44,,Cash,7.2
272-27-9238,C,Naypyitaw,,Normal,Female,Food and beverages,,4,,23-02-23,,16:23,,Cash,7.1
834-25-9262,C,Naypyitaw,,Normal,Female,Fashion accessories,,4,,06-01-23,,12:12,,Cash,9.1
122-61-9553,C,Naypyitaw,,Normal,Female,Electronic accessories,,9,,14-03-23,,19:33,,Cash,5.6
468-88-0009,A,Yangon,,Member,Male,Home and lifestyle,,4,,24-03-23,,10:29,,Cash,6
613-59-9758,C,Naypyitaw,,Normal,Female,Sports and travel,,10,,27-01-23,,14:28,,Cash,5.4
254-31-0042,A,Yangon,,Member,Male,Electronic accessories,,9,,06-03-23,,12:46,,Credit card,7.8
201-86-2184,B,Mandalay,,Member,Female,Electronic accessories,,7,,02-02-23,,19:40,,Cash,9.9
261-12-8671,B,Mandalay,,Normal,Female,Fashion accessories,,2,,25-01-23,,19:39,,Credit card,4.9
730-70-9830,C,Naypyitaw,,Normal,Female,Home and lifestyle,,6,,14-03-23,,17:54,,Ewallet,5.2
382-25-8917,C,Naypyitaw,,Normal,Male,Fashion accessories,,6,,29-01-23,,12:25,,Cash,8.9
422-29-8786,A,Yangon,,Normal,Female,Home and lifestyle,,5,,03-01-23,,16:47,,Credit card,9.1
667-23-5919,A,Yangon,,Member,Female,Fashion accessories,,5,,14-01-23,,12:52,,Ewallet,7
843-01-4703,B,Mandalay,,Member,Female,Home and lifestyle,,9,,05-01-23,,19:50,,Credit card,9.6
743-88-1662,C,Naypyitaw,,Normal,Male,Sports and travel,,7,,22-02-23,,18:17,,Ewallet,8.7
595-86-2894,C,Naypyitaw,,Member,Male,Fashion accessories,,4,,06-02-23,,17:20,,Ewallet,9.4
182-69-8360,B,Mandalay,,Normal,Female,Electronic accessories,,4,,30-01-23,,13:32,,Credit card,4
289-15-7034,A,Yangon,,Member,Male,Sports and travel,,4,,11-01-23,,10:37,,Credit card,7.5
462-78-5240,C,Naypyitaw,,Normal,Female,Electronic accessories,,2,,23-03-23,,14:35,,Cash,4.2
868-52-7573,B,Mandalay,,Normal,Female,Food and beverages,,5,,14-01-23,,12:09,,Cash,9.9
153-58-4872,C,Naypyitaw,,Member,Female,Food and beverages,,4,,01-03-23,,15:32,,Ewallet,4.2
662-72-2873,A,Yangon,,Normal,Female,Food and beverages,,5,,06-01-23,,13:58,,Ewallet,9.9
525-88-7307,B,Mandalay,,Member,Male,Sports and travel,,1,,31-01-23,,13:19,,Cash,5.8
689-16-9784,C,Naypyitaw,,Normal,Male,Food and beverages,,6,,11-03-23,,13:37,,Cash,6
725-56-0833,A,Yangon,,Normal,Female,Health and beauty,,10,,20-02-23,,16:49,,Credit card,10
394-41-0748,C,Naypyitaw,,Member,Female,Fashion accessories,,9,,27-01-23,,14:55,,Ewallet,9.5
596-42-3999,B,Mandalay,,Normal,Male,Food and beverages,,7,,10-03-23,,14:04,,Credit card,6.6
541-89-9860,C,Naypyitaw,,Member,Female,Fashion accessories,,3,,15-02-23,,12:31,,Cash,8.1
173-82-9529,B,Mandalay,,Normal,Female,Fashion accessories,,10,,26-01-23,,14:51,,Cash,9.7
563-36-9814,A,Yangon,,Member,Male,Electronic accessories,,1,,13-02-23,,18:27,,Ewallet,7.2
308-47-4913,A,Yangon,,Member,Female,Sports and travel,,10,,09-03-23,,12:45,,Credit card,6.2
885-17-6250,A,Yangon,,Normal,Female,Health and beauty,,1,,06-03-23,,10:36,,Ewallet,7.3
726-27-2396,A,Yangon,,Normal,Female,Health and beauty,,5,,24-01-23,,20:36,,Ewallet,4.3
316-01-3952,A,Yangon,,Normal,Female,Food and beverages,,5,,13-03-23,,14:16,,Ewallet,4.6
760-54-1821,B,Mandalay,,Normal,Male,Home and lifestyle,,9,,15-03-23,,10:26,,Cash,5.8
793-10-3222,B,Mandalay,,Member,Female,Health and beauty,,6,,05-03-23,,13:30,,Credit card,8.3
346-12-3257,B,Mandalay,,Member,Male,Electronic accessories,,9,,04-03-23,,16:28,,Cash,8
110-05-6330,C,Naypyitaw,,Normal,Female,Food and beverages,,6,,25-03-23,,20:18,,Credit card,9.4
651-61-0874,C,Naypyitaw,,Normal,Male,Home and lifestyle,,4,,12-03-23,,20:04,,Credit card,6.2
236-86-3015,C,Naypyitaw,,Member,Male,Home and lifestyle,,1,,04-02-23,,13:38,,Ewallet,9.8
831-64-0259,B,Mandalay,,Normal,Female,Fashion accessories,,5,,22-02-23,,10:43,,Ewallet,9.6
587-03-7455,C,Naypyitaw,,Member,Female,Fashion accessories,,7,,16-02-23,,17:30,,Ewallet,4.9
882-40-4577,A,Yangon,,Member,Male,Sports and travel,,4,,23-01-23,,15:28,,Credit card,8
732-67-5346,A,Yangon,,Normal,Male,Food and beverages,,5,,11-01-23,,19:07,,Credit card,7.8
725-32-9708,B,Mandalay,,Member,Female,Fashion accessories,,4,,04-01-23,,19:01,,Cash,4.1
256-08-8343,A,Yangon,,Normal,Female,Home and lifestyle,,4,,04-03-23,,19:48,,Ewallet,5.5
372-26-1506,C,Naypyitaw,,Normal,Female,Fashion accessories,,5,,28-01-23,,19:24,,Ewallet,5.4
244-08-0162,B,Mandalay,,Normal,Female,Health and beauty,,10,,02-01-23,,13:00,,Cash,5.1
569-71-4390,B,Mandalay,,Normal,Male,Sports and travel,,2,,25-01-23,,14:29,,Ewallet,6.9
132-23-6451,A,Yangon,,Member,Male,Health and beauty,,5,,04-01-23,,13:21,,Cash,7.8
696-90-2548,A,Yangon,,Normal,Male,Sports and travel,,3,,10-03-23,,18:55,,Ewallet,6.6
472-15-9636,A,Yangon,,Normal,Male,Home and lifestyle,,8,,22-03-23,,19:36,,Ewallet,9.2
268-03-6164,B,Mandalay,,Normal,Male,Health and beauty,,1,,25-01-23,,16:28,,Ewallet,7.8
750-57-9686,C,Naypyitaw,,Normal,Female,Home and lifestyle,,4,,08-01-23,,13:48,,Credit card,8.7
186-09-3669,C,Naypyitaw,,Member,Female,Health and beauty,,1,,22-01-23,,10:57,,Ewallet,9.2
848-07-1692,B,Mandalay,,Normal,Female,Health and beauty,,2,,12-01-23,,17:13,,Ewallet,8.3
745-71-3520,A,Yangon,,Member,Female,Electronic accessories,,7,,04-02-23,,10:23,,Cash,8.2
266-76-6436,C,Naypyitaw,,Member,Female,Food and beverages,,3,,28-03-23,,13:57,,Ewallet,7.5
740-22-2500,C,Naypyitaw,,Normal,Female,Electronic accessories,,3,,23-01-23,,13:29,,Cash,9.8
271-88-8734,C,Naypyitaw,,Member,Female,Fashion accessories,,10,,08-02-23,,13:00,,Credit card,8.7
301-81-8610,B,Mandalay,,Member,Male,Fashion accessories,,8,,23-03-23,,19:42,,Credit card,6.7
489-64-4354,C,Naypyitaw,,Normal,Male,Fashion accessories,,1,,09-03-23,,15:36,,Cash,5
198-84-7132,B,Mandalay,,Member,Male,Fashion accessories,,9,,02-01-23,,13:40,,Cash,7
269-10-8440,A,Yangon,,Member,Male,Health and beauty,,7,,21-01-23,,18:01,,Cash,8.9
650-98-6268,B,Mandalay,,Member,Female,Food and beverages,,3,,20-03-23,,13:53,,Credit card,8
741-73-3559,B,Mandalay,,Normal,Male,Sports and travel,,5,,27-02-23,,17:27,,Cash,6.9
325-77-6186,A,Yangon,,Member,Female,Home and lifestyle,,10,,08-03-23,,10:53,,Ewallet,7.3
286-75-7818,B,Mandalay,,Normal,Male,Fashion accessories,,2,,31-01-23,,19:48,,Credit card,6.9
574-57-9721,C,Naypyitaw,,Normal,Male,Food and beverages,,2,,08-03-23,,16:53,,Ewallet,5.7
459-50-7686,A,Yangon,,Normal,Female,Electronic accessories,,6,,13-01-23,,19:14,,Ewallet,6.4
616-87-0016,B,Mandalay,,Normal,Male,Fashion accessories,,7,,09-03-23,,14:36,,Credit card,9.6
837-55-7229,B,Mandalay,,Normal,Female,Fashion accessories,,1,,22-02-23,,18:19,,Credit card,6.8
751-69-0068,C,Naypyitaw,,Normal,Male,Sports and travel,,9,,23-03-23,,19:09,,Ewallet,9
257-73-1380,C,Naypyitaw,,Member,Male,Sports and travel,,4,,20-01-23,,16:51,,Ewallet,9.6
345-08-4992,A,Yangon,,Normal,Male,Home and lifestyle,,6,,08-03-23,,15:37,,Credit card,7.7
549-96-4200,C,Naypyitaw,,Member,Male,Food and beverages,,4,,08-03-23,,20:15,,Ewallet,7
810-60-6344,C,Naypyitaw,,Normal,Female,Electronic accessories,,8,,07-02-23,,14:38,,Credit card,6.5
450-28-2866,C,Naypyitaw,,Member,Male,Food and beverages,,5,,15-01-23,,19:25,,Cash,8.1
394-30-3170,B,Mandalay,,Member,Female,Sports and travel,,8,,22-03-23,,19:35,,Credit card,4.3
138-17-5109,A,Yangon,,Member,Female,Home and lifestyle,,9,,15-01-23,,15:42,,Credit card,6.5
192-98-7397,C,Naypyitaw,,Normal,Male,Fashion accessories,,1,,08-01-23,,14:11,,Ewallet,9.5
301-11-9629,A,Yangon,,Normal,Female,Sports and travel,,7,,15-01-23,,10:43,,Cash,9.7
390-80-5128,B,Mandalay,,Member,Female,Health and beauty,,1,,28-01-23,,17:58,,Credit card,9.5
235-46-8343,C,Naypyitaw,,Member,Male,Food and beverages,,10,,14-02-23,,11:26,,Credit card,8.9
453-12-7053,C,Naypyitaw,,Normal,Male,Fashion accessories,,3,,10-03-23,,17:38,,Credit card,6.5
296-11-7041,B,Mandalay,,Member,Female,Health and beauty,,1,,12-01-23,,20:07,,Credit card,5.3
449-27-2918,B,Mandalay,,Member,Female,Sports and travel,,1,,26-03-23,,11:02,,Credit card,9.6
891-01-7034,B,Mandalay,,Normal,Female,Electronic accessories,,6,,01-01-23,,19:07,,Cash,6.7
744-09-5786,B,Mandalay,,Normal,Male,Electronic accessories,,6,,02-01-23,,18:50,,Cash,7.6
727-17-0390,A,Yangon,,Normal,Female,Food and beverages,,5,,16-03-23,,12:43,,Ewallet,4.8
568-88-3448,A,Yangon,,Normal,Male,Health and beauty,,1,,03-03-23,,15:09,,Ewallet,5.5
187-83-5490,A,Yangon,,Member,Male,Electronic accessories,,4,,31-01-23,,13:47,,Cash,4.7
767-54-1907,B,Mandalay,,Member,Female,Fashion accessories,,5,,13-02-23,,16:59,,Cash,6.9
710-46-4433,B,Mandalay,,Member,Female,Food and beverages,,9,,15-02-23,,14:15,,Credit card,4.5
533-33-5337,B,Mandalay,,Normal,Male,Electronic accessories,,10,,07-02-23,,20:24,,Cash,6.2
325-90-8763,C,Naypyitaw,,Member,Female,Electronic accessories,,10,,27-01-23,,13:58,,Cash,7.6
729-46-7422,C,Naypyitaw,,Normal,Male,Food and beverages,,1,,23-02-23,,16:52,,Credit card,7.9
639-76-1242,C,Naypyitaw,,Normal,Male,Food and beverages,,5,,03-02-23,,15:19,,Cash,4.5
234-03-4040,B,Mandalay,,Member,Female,Food and beverages,,10,,03-03-23,,12:25,,Credit card,8.7
326-71-2155,C,Naypyitaw,,Normal,Female,Sports and travel,,4,,03-02-23,,10:02,,Cash,6.1
320-32-8842,C,Naypyitaw,,Member,Female,Food and beverages,,1,,17-03-23,,18:58,,Cash,6.4
470-32-9057,A,Yangon,,Member,Male,Food and beverages,,5,,28-03-23,,15:31,,Credit card,9.1
878-30-2331,C,Naypyitaw,,Member,Female,Sports and travel,,10,,02-03-23,,11:22,,Credit card,7.1
440-59-5691,C,Naypyitaw,,Member,Female,Health and beauty,,7,,08-02-23,,13:12,,Credit card,7.7
554-53-3790,B,Mandalay,,Normal,Male,Sports and travel,,6,,22-03-23,,18:33,,Cash,4.5
746-19-0921,C,Naypyitaw,,Normal,Male,Food and beverages,,1,,09-02-23,,10:02,,Ewallet,7.2
233-34-0817,C,Naypyitaw,,Member,Female,Electronic accessories,,1,,15-02-23,,11:21,,Cash,8.4
767-05-1286,C,Naypyitaw,,Member,Female,Home and lifestyle,,6,,23-01-23,,12:10,,Ewallet,5.4
340-21-9136,A,Yangon,,Member,Female,Sports and travel,,4,,25-01-23,,11:40,,Cash,9.7
405-31-3305,A,Yangon,,Member,Male,Fashion accessories,,10,,02-02-23,,18:31,,Credit card,5.5
731-59-7531,B,Mandalay,,Member,Male,Health and beauty,,8,,30-03-23,,17:58,,Cash,4.6
676-39-6028,A,Yangon,,Member,Female,Electronic accessories,,5,,30-03-23,,17:04,,Cash,6.6
502-05-1910,A,Yangon,,Normal,Male,Health and beauty,,3,,25-02-23,,20:35,,Credit card,6.3
485-30-8700,A,Yangon,,Normal,Female,Sports and travel,,5,,18-03-23,,16:10,,Credit card,4.2
598-47-9715,C,Naypyitaw,,Normal,Male,Electronic accessories,,4,,07-03-23,,16:54,,Ewallet,4.4
701-69-8742,B,Mandalay,,Normal,Male,Sports and travel,,10,,16-03-23,,10:11,,Ewallet,6.7
575-67-1508,A,Yangon,,Normal,Male,Electronic accessories,,1,,29-01-23,,11:26,,Ewallet,6.7
541-08-3113,C,Naypyitaw,,Normal,Male,Food and beverages,,8,,02-02-23,,20:29,,Cash,8.4
246-11-3901,C,Naypyitaw,,Normal,Female,Electronic accessories,,10,,15-02-23,,12:12,,Cash,6.2
674-15-9296,A,Yangon,,Normal,Male,Sports and travel,,5,,08-01-23,,13:05,,Ewallet,5
305-18-3552,B,Mandalay,,Member,Male,Home and lifestyle,,10,,12-02-23,,16:19,,Cash,6
493-65-6248,C,Naypyitaw,,Member,Female,Sports and travel,,10,,01-01-23,,19:48,,Credit card,7
438-01-4015,B,Mandalay,,Member,Female,Sports and travel,,4,,21-03-23,,15:25,,Ewallet,6.6
709-58-4068,B,Mandalay,,Normal,Female,Fashion accessories,,10,,28-02-23,,14:42,,Cash,7.3
795-49-7276,A,Yangon,,Normal,Male,Fashion accessories,,4,,23-03-23,,18:59,,Ewallet,8.3
556-72-8512,C,Naypyitaw,,Normal,Male,Home and lifestyle,,1,,30-01-23,,20:47,,Cash,4.3
627-95-3243,B,Mandalay,,Member,Female,Home and lifestyle,,9,,04-02-23,,13:21,,Ewallet,9.8
686-41-0932,B,Mandalay,,Normal,Female,Fashion accessories,,2,,13-03-23,,19:48,,Ewallet,8.2
510-09-5628,A,Yangon,,Member,Female,Fashion accessories,,10,,15-03-23,,18:20,,Credit card,7.2
608-04-3797,B,Mandalay,,Member,Female,Health and beauty,,8,,05-03-23,,20:24,,Ewallet,8.7
148-82-2527,C,Naypyitaw,,Member,Female,Home and lifestyle,,10,,05-03-23,,13:44,,Credit card,8.4
437-53-3084,B,Mandalay,,Normal,Male,Fashion accessories,,2,,26-02-23,,11:48,,Ewallet,7.1
632-32-4574,B,Mandalay,,Normal,Male,Sports and travel,,8,,20-03-23,,14:14,,Cash,5.5
556-97-7101,C,Naypyitaw,,Normal,Female,Electronic accessories,,2,,01-01-23,,15:51,,Cash,8.5
862-59-8517,C,Naypyitaw,,Normal,Female,Food and beverages,,6,,27-01-23,,11:17,,Cash,6.2
401-18-8016,B,Mandalay,,Member,Female,Sports and travel,,1,,21-01-23,,17:36,,Cash,8.9
